Brand,Model,Name,Size,Length (mm),Width (mm),Height (mm),Weight (grams),Shape,Hand compatibility,Hump placement,Front flare,Side curvature,Thumb rest,Ring finger rest,Sensor,Sensor type,Sensor position,DPI,Polling rate (Hz),Tracking speed (IPS),Acceleration (G),Side buttons,Middle buttons,Hot-swap switches,Switches,Scroll wheel encoder,Material,Connectivity,Sensor brand,Switches brand,Scroll wheel encoder brand,Price,Price_Currency,Price_URL,Price_Confidence,Price_Title
Endgame,Gear OP1,Endgame Gear OP1,Small,118.2,60.5,37.2,50.5,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,Yes,GX,Silver,Plastic,Wired,PixArt,Kailh,TTC,49.99,USD,,0.5,
LAMZU,MAYA,LAMZU MAYA,Medium,119.0,62.0,38.0,45.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,155.99,USD,,0.5,
LAMZU,Atlantis OG V2,LAMZU Atlantis OG V2,Medium,123.0,66.0,38.0,55.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (58%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,101.99,USD,,0.5,
LAMZU,Thorn,LAMZU Thorn,Medium,119.0,65.0,42.0,52.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Optical,Silver,Plastic,Wireless,PixArt,RAESHA,TTC,96.99,USD,,0.5,
Razer,DeathAdder V3,Razer DeathAdder V3,Large,128.0,68.0,44.0,59.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,Focus Pro 30K,Optical,Centered (51%),30000.0,8000.0,750.0,70.0,2.0,0.0,No,Optical Mouse Switches Gen-3,Black,Plastic,Wired,Razer,Razer,Kailh,52.99,USD,,0.5,
VGN,Dragonfly F1 Pro Max,VGN Dragonfly F1 Pro Max,Medium,121.2,63.8,37.6,55.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,GM 8.0 Blue,Silver Kailh GE 2.0,Plastic,Wireless,PixArt,Kailh,TTC,39.99,USD,,0.5,
VGN,Dragonfly F1 Pro,VGN Dragonfly F1 Pro,Medium,121.2,63.8,37.6,49.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,GM 8.0 Blue,Silver Kailh GE 2.0,Plastic,Wireless,PixArt,Kailh,TTC,39.99,USD,,0.5,
VGN,Dragonfly F1,VGN Dragonfly F1,Medium,121.2,63.8,37.6,49.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,GM 8.0 Blue,Silver Kailh GE 2.0,Plastic,Wireless,PixArt,Kailh,TTC,39.99,USD,,0.5,
Endgame,Gear XM2we,Endgame Gear XM2we,Medium,122.0,66.0,38.5,63.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3370,Optical,Forward (56%),19000.0,1000.0,400.0,50.0,2.0,0.0,No,GO,Silver,Plastic,Wireless,PixArt,Kailh,TTC,79.99,USD,,0.5,
AJAZZ,AJ199,AJAZZ AJ199,Medium,118.0,61.6,38.6,60.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,26.39,USD,,0.5,
Darmoshark,N3,Darmoshark N3,Medium,123.0,66.0,40.0,61.0,Ergonomic,Right,Back - minimal,Outward - moderate,Flat,No,No,PAW3395,Optical,Centered (49%),26000.0,1000.0,650.0,50.0,2.0,2.0,No,GM 8.0,Gold,Plastic,Wireless,PixArt,Kailh,TTC,41.99,USD,,0.5,
Razer,Viper Mini Signature Edition,Razer Viper Mini Signature Edition,Medium,119.0,62.0,39.0,49.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,Focus Pro 30K,Optical,Centered (53%),30000.0,8000.0,750.0,70.0,2.0,0.0,No,Optical Mouse Switches Gen-3,Silver,Magnesium (metal),Wireless,Razer,Razer,RAESHA,155.99,USD,,0.5,
Darmoshark,M3,Darmoshark M3,Large,129.6,66.1,39.2,58.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (50%),26000.0,2000.0,650.0,50.0,2.0,0.0,No,GM 8.0,Encoder,Plastic,Wireless,PixArt,Kailh,F-Switch,39.99,USD,,0.5,
HyperX,Pulsefire Haste 2 Wireless,HyperX Pulsefire Haste 2 Wireless,Medium,124.2,66.8,38.2,60.0,Symmetrical,Right,Center,Flat,Flat,No,No,26K,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Switches,Silver,Plastic,Wireless,HyperX,HyperX,TTC,69.99,USD,,0.5,
HyperX,Pulsefire Haste 2 Wired,HyperX Pulsefire Haste 2 Wired,Medium,124.2,66.8,38.2,52.0,Symmetrical,Right,Center,Flat,Flat,No,No,26K,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,1.0,No,Switches,Silver,Plastic,Wired,HyperX,HyperX,TTC,49.99,USD,,0.5,
ASUS,ROG Harpe Ace,ASUS ROG Harpe Ace,Large,127.5,63.7,39.6,54.0,Symmetrical,Right,Back - moderate,Outward - slight,Flat,No,No,ROG AimPoint,Optical,Centered (50%),36000.0,1000.0,650.0,50.0,2.0,0.0,No,ROG Micro Switch,Gold,Plastic,Wireless,ASUS,ASUS,TTC,229.99,USD,,0.5,
Glorious,Model O 2 Wired,Glorious Model O 2 Wired,Large,126.0,66.0,38.0,59.0,Symmetrical,Right,Center,Flat,Inward,No,No,BAMF 2.0,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Mouse Switches,Encoder,Plastic,Wired,Glorious,Glorious,F-Switch,49.99,USD,,0.5,
G-Wolves,HSK Pro 4K,G-Wolves HSK Pro 4K,Fingertip,73.3,56.0,29.0,29.0,Symmetrical,Right,Back - aggressive,Inward - moderate,Flat,No,No,PAW3395,Optical,Centered (51%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,DF3-P1L1,Gold,Plastic,Wireless,PixArt,Zippy,TTC,49.0,USD,,0.5,
G-Wolves,HSK Pro Ace,G-Wolves HSK Pro Ace,Fingertip,73.3,56.0,29.0,25.0,Symmetrical,Right,Back - aggressive,Inward - moderate,Flat,No,No,PAW3395,Optical,Centered (51%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,DF3-P1L1,Gold,Plastic,Wireless,PixArt,Zippy,TTC,59.0,USD,,0.5,
Xtrfy,M8 Wireless,Xtrfy M8 Wireless,Small,118.0,60.5,38.5,55.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (52%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,GM 8.0,Pink,Plastic,Wireless,PixArt,Kailh,F-Switch,39.99,USD,,0.5,
Ninjutso,Sora,Ninjutso Sora,Medium,120.8,64.5,37.3,43.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Black Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,11.99,USD,,0.5,
G-Wolves,HTS Plus 4K,G-Wolves HTS Plus 4K,Small,117.0,61.0,40.0,49.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3399,Optical,Forward (58%),20000.0,4000.0,650.0,50.0,2.0,1.0,No,DF3-P1L1,Gold,Plastic,Wireless,PixArt,Zippy,TTC,154.4,USD,,0.5,
LAMZU,Atlantis Mini,LAMZU Atlantis Mini,Small,116.9,63.1,37.0,49.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (55%),19000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,101.99,USD,,0.5,
Vancer,Gemini Castor,Vancer Gemini Castor,Medium,120.7,60.9,36.5,52.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (53%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Dustproof Gold 60M,Gold,Plastic,Wireless,PixArt,TTC,TTC,22.83,USD,,0.5,
Vancer,Gemini Pollux,Vancer Gemini Pollux,Medium,119.3,64.4,38.4,52.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Dustproof Gold 60M,Gold,Plastic,Wireless,PixArt,TTC,TTC,29.99,USD,,0.5,
Finalmouse,Starlight-12 Small,Finalmouse Starlight-12 Small,Small,115.6,60.0,35.2,42.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3370,Optical,Centered (50%),20000.0,1000.0,400.0,50.0,2.0,1.0,No,D2FC-F-7N(20M) Kailh GM 8.0,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC,26.99,USD,,0.5,
Finalmouse,Starlight-12 Medium,Finalmouse Starlight-12 Medium,Medium,121.3,62.0,37.0,47.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3370,Optical,Centered (50%),20000.0,1000.0,400.0,50.0,2.0,1.0,No,D2FC-F-7N(20M) Kailh GM 8.0,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC,9.99,USD,,0.5,
LAMZU,Atlantis,LAMZU Atlantis,Medium,123.0,66.0,38.0,55.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (58%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,101.99,USD,,0.5,
Razer,DeathAdder V3 Pro,Razer DeathAdder V3 Pro,Large,128.0,68.0,44.0,63.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,Focus Pro 30K,Optical,Centered (51%),30000.0,8000.0,750.0,70.0,2.0,0.0,No,Optical Mouse Switches Gen-3,Yellow,Plastic,Wireless,Razer,Razer,RAESHA,99.99,USD,,0.5,
G-Wolves,HTS Wireless,G-Wolves HTS Wireless,Small,113.0,61.0,40.0,58.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3370,Optical,Centered (52%),19000.0,1000.0,400.0,50.0,2.0,1.0,No,GM 8.0,Gold,Plastic,Wireless,PixArt,Kailh,TTC,49.0,USD,,0.5,
G-Wolves,HSK Plus,G-Wolves HSK Plus,Fingertip,89.0,58.5,36.0,38.0,Symmetrical,Right,Back - aggressive,Outward - slight,Flat,No,No,PAW3370,Optical,Centered (51%),19000.0,1000.0,400.0,50.0,2.0,0.0,No,DF3-P1L1,Gold,Plastic,Wireless,PixArt,Zippy,TTC,59.0,USD,,0.5,
G-Wolves,HTS Plus,G-Wolves HTS Plus,Small,117.0,61.0,40.0,48.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3370,Optical,Forward (58%),19000.0,1000.0,400.0,50.0,2.0,1.0,No,DF3-P1L1,Gold,Plastic,Wireless,PixArt,Zippy,TTC,89.0,USD,,0.5,
Fantech,Aria XD7,Fantech Aria XD7,Small,113.5,65.0,38.3,59.0,Symmetrical,Right,Back - minimal,Inward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot Kailh GM 8.0,Gold,Plastic,Wireless,PixArt,Huano,TTC,63.99,USD,,0.5,
Pulsar,X2 Mini,Pulsar X2 Mini,Small,116.0,61.0,37.0,52.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,GM 8.0,Gold,Plastic,Wireless,PixArt,Kailh,TTC,99.95,USD,,0.5,
Pulsar,X2,Pulsar X2,Medium,120.0,63.0,38.0,56.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,GM 8.0,Gold,Plastic,Wireless,PixArt,Kailh,TTC,129.95,USD,,0.5,
Glorious,Model O- Wireless,Glorious Model O- Wireless,Medium,120.0,63.0,36.0,65.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,BAMF,Optical,Forward (55%),19000.0,1000.0,400.0,50.0,2.0,1.0,No,Mouse Switches,Encoder,Plastic,Wireless,Glorious,Glorious,F-Switch,79.99,USD,,0.5,
Endgame,Gear XM2w,Endgame Gear XM2w,Medium,122.0,66.0,38.5,63.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward - aggressive,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,GM 8.0,Silver,Plastic,Wireless,PixArt,Kailh,TTC,79.99,USD,,0.5,
G-Wolves,HTM Wireless,G-Wolves HTM Wireless,Medium,124.0,64.0,40.0,63.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3370,Optical,Forward (56%),19000.0,1000.0,400.0,50.0,2.0,1.0,No,Dustproof Gold 20M,Gold,Plastic,Wireless,PixArt,TTC,TTC,49.0,USD,,0.5,
SteelSeries,Prime Mini,SteelSeries Prime Mini,Medium,120.3,66.2,40.7,61.0,Ergonomic,Right,Center,Flat,Inward,No,No,TrueMove Pro,Optical,Forward (54%),18000.0,1000.0,450.0,50.0,2.0,0.0,No,Prestige OM,Black,Plastic,Wired,SteelSeries,SteelSeries,TTC,28.86,USD,,0.5,
Ninjutso,Katana Superlight,Ninjutso Katana Superlight,Medium,125.0,60.0,39.2,60.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3370,Optical,Forward (55%),19000.0,1000.0,400.0,50.0,2.0,0.0,No,GM 8.0,Gold,Plastic,Wireless,PixArt,Kailh,TTC,34.99,USD,,0.5,
Xtrfy,MZ1 Wireless,Xtrfy MZ1 Wireless,Small,111.0,58.5,36.5,62.0,Symmetrical,Right,Back - aggressive,Flat,Inward,No,No,PAW3370,Optical,Centered (51%),19000.0,1000.0,400.0,50.0,2.0,1.0,No,GM 8.0,Pink,Plastic,Wireless,PixArt,Kailh,F-Switch,39.99,USD,,0.5,
